,Company Name,Job Title,Location,Salary
2501,Analytic Recruiting,Lead Data Scientist,"Chicago, IL","$140,000 a year"
2502,Next Step Systems,Senior NLP & Machine Learning Developer,"Chicago, IL",
2503,The Museum of Science and Industry,Manager of Special Events,"Chicago, IL 60637 (Woodlawn area)",
2504,Astellas Pharmaceuticals,Senior Statistical Programming Manager,"Northbrook, IL",
2505,"The Segal Group, Inc.",Senior Analyst Equity Research,"Darien, IL",
2506,"The Segal Group, Inc.","Senior Analyst, Fixed Income Alpha Research","Darien, IL",
2507,NorthShore University HealthSystem,Sr. Biostatistician,"Evanston, IL",
2508,Ann & Robert Lurie Children's Hospital of Chicago,Statistician (Master's Level),"Chicago, IL",
2509,Allstate Insurance,Sr. Machine Learning Engineer,"Chicago, IL 60601 (Loop area)",
2510,Predictive Science,Data Scientist,United States,
2511,Allstate Insurance,Senior Data Scientist,"Chicago, IL 60601",
2512,Crowe Horwath,Data Scientist/Statistics - Applied Technology - 12729,"Chicago, IL 60606",
2513,ABBOTT LABORATORIES,Statistical Data Analyst / Programmer,"Des Plaines, IL",
2514,Purohit Navigation,Market Research Analyst,"Chicago, IL 60606",
2515,Civis Analytics,Data Scientist - Engineering,"Chicago, IL",
2516,Uber,Regional Marketing Research Lead,"Chicago, IL 60606 (Loop area)",
2517,T3 Trading Group LLC,Statistical Pairs Trading Position,"Chicago, IL",
2518,Metabyte Inc,Senior Scientist,"Des Plaines, IL",
2519,Civis Analytics,Lead Data Engineer,"Chicago, IL",
2520,ADP,Critical Incident Manager,"Elk Grove Village, IL 60007",
2521,TMP WORLDWIDE,Digital Media Strategist,"Chicago, IL",
2522,University of Chicago,Finance Analyst,"Chicago, IL",
2523,GinasTechJobs.com,Quantitative Research Analyst,"Chicago, IL","$180,000 a year"
2524,Ipsos North America,Loyalty - Research Analyst (Entry-Level),"Chicago, IL",
2525,Predictive Science,Data Scientist,United States,
2526,Allstate Insurance,Senior Data Scientist,"Chicago, IL 60601",
2527,Crowe Horwath,Data Scientist/Statistics - Applied Technology - 12729,"Chicago, IL 60606",
2528,ABBOTT LABORATORIES,Statistical Data Analyst / Programmer,"Des Plaines, IL",
2529,Purohit Navigation,Market Research Analyst,"Chicago, IL 60606",
2530,Allstate Insurance,Senior Data Scientist,"Chicago, IL 60601",
2531,Northwestern University,"Research Associate, Nuclear Imaging","Evanston, IL",
2532,Nanosphere,Senior Regulatory Affairs Associate,"Northbrook, IL 60062",
2533,Tempus,Senior Scientist I - Clinical NGS,"Chicago, IL 60654 (Loop area)",
2534,Capgemini,Vice President - Global Digital-Analytics,"Chicago, IL",
2535,Morningstar,Manager Research Analyst,"Chicago, IL",
2536,McKinsey & Company,Senior Recruiter - North America,"Chicago, IL",
2537,Precision For Value,Assistant Account Executive,"Chicago, IL",
2538,PepsiCo,R&D Food Science Intern,"Chicago, IL",
2539,Northwestern University,Research Study Assistant,"Chicago, IL",
2540,General Assembly,Lead Data Science Instructor,"Chicago, IL",
2541,Predictive Science,Data Scientist,United States,
2542,Crowe Horwath,Data Scientist/Statistics - Applied Technology - 12729,"Chicago, IL 60606",
2543,ABBOTT LABORATORIES,Statistical Data Analyst / Programmer,"Des Plaines, IL",
2544,Purohit Navigation,Market Research Analyst,"Chicago, IL 60606",
2545,AE Business Solutions,Deep Learning / Machine Learning Consultant,"Chicago, IL 60601 (Loop area)",$75 - $85 a day
2546,Molex,2017 Summer Internship Program - Materials Engineer Intern (...,"Lisle, IL 60532",
2547,"Truven Health Analytics, an IBM Company",Data Scientist,"Chicago, IL",
2548,InsightsNow Inc.,Research Analyst,"Chicago, IL","$50,000 a year"
2549,PricewaterhouseCoopers LLC,Statistician Consulting Manager,"Chicago, IL 60601 (Loop area)",
2550,S.C. International,Statistical Analyst -- Health-7444,"Chicago, IL","$80,000 a year"
2551,National Opinion Research Center (NORC),Senior Research Scientist - Public Health,"Chicago, IL",
2552,Fresenius Kabi,CONTINUOUS IMPROVEMENT STATISTICIAN,"Melrose Park, IL",
2553,Illinois Institute of Technology,Linux & HPC Administrator,"Chicago, IL",
2554,University of Chicago,Research Associate (Asst/Assoc/Prof) - Infectious Diseases (...,"Chicago, IL",
2555,Predictive Science,Data Scientist,United States,
2556,Allstate Insurance,Senior Data Scientist,"Chicago, IL 60601",
2557,Crowe Horwath,Data Scientist/Statistics - Applied Technology - 12729,"Chicago, IL 60606",
2558,ABBOTT LABORATORIES,Statistical Data Analyst / Programmer,"Des Plaines, IL",
2559,Purohit Navigation,Market Research Analyst,"Chicago, IL 60606",
2560,Patheon,Principal / Senior Upstream Scientist - PNJ2015-013 -CHI,"Chicago, IL 60290 (Loop area)",
2561,Accenture,"Analytics Go-To-Market Account Lead, Retail Industry Senior...","Chicago, IL",
2562,IDEO,Senior Back-End Software Developer,"Chicago, IL",
2563,BAI Online,"Senior Developer/Data Analytics Analyst, Research,","Chicago, IL",
2564,HDR,Construction Manager-Data Center/Mission Critical Facilities,"Chicago, IL 60631 (Norwood Park area)",
2565,Solving IT,Senior Data Engineer,"Chicago, IL",
2566,Ipsos North America,Loyalty - Market Research Manager (2-3+ years experience),"Chicago, IL",
2567,Northwestern University,Research Study Coordinator,"Chicago, IL",
2568,Smith Hanley Associates,Statistical Analyst,"Evanston, IL","$60,000 - $75,000 a year"
2569,Google,"Machine Learning Deployment Engineer, Professional Services,...","Chicago, IL",
2570,Predictive Science,Data Scientist,United States,
2571,Allstate Insurance,Senior Data Scientist,"Chicago, IL 60601",
2572,Crowe Horwath,Data Scientist/Statistics - Applied Technology - 12729,"Chicago, IL 60606",
2573,Predictive Science,Data Scientist,United States,
2574,Purohit Navigation,Market Research Analyst,"Chicago, IL 60606",
2575,Civis Analytics,Software Engineer,"Chicago, IL",
2576,BMO Financial Group,"Statistical Modeller, AML Model Development","Chicago, IL",
2577,C R Research Services,Sr. Quantitative Research Analyst,"Chicago, IL",
2578,WSP | Parsons Brinckerhoff,Project Accountant II,"Chicago, IL",
2579,Conversant Media,Data Scientist,"Chicago, IL 60606 (Loop area)",
2580,National Collegiate Scouting Association,Senior Ruby on Rails Developer – Client Product Team,"Chicago, IL 60642 (Portage Park area)",
2581,University of Chicago,Financial Administrator,"Chicago, IL",
2582,MATTER,Events Intern,"Chicago, IL 60654 (Loop area)",
2583,Environmental Design International inc.,Environmental Scientist,"Chicago, IL 60603 (Loop area)",
2584,Parsons Corporation,Refinery Technician I - Whiting Refinery,"Whiting, IN",
2585,Allstate Insurance,Senior Data Scientist,"Chicago, IL 60601",
2586,ABBOTT LABORATORIES,Statistical Data Analyst / Programmer,"Des Plaines, IL",
2587,Crowe Horwath,Data Scientist/Statistics - Applied Technology - 12729,"Chicago, IL 60606",
2588,Allstate Insurance,Senior Data Scientist,"Chicago, IL 60601",
2589,ABBOTT LABORATORIES,Statistical Data Analyst / Programmer,"Des Plaines, IL",
2590,Purohit Navigation,Market Research Analyst,"Chicago, IL 60606",
2591,Civis Analytics,Senior Data Scientist - Statistics,"Chicago, IL",
2592,Civis Analytics,DevOps Engineer,"Chicago, IL",
2593,MaKro Partners,Quantitative Analyst,"Chicago, IL",
2594,American Engineering Testing Inc,NDT Technician Level II,"Gary, IN",
2595,"Wiss, Janney, Elstner Associates",Student Intern - Engineer,"Northbrook, IL",
2596,Epsilon,Data Scientist,"Chicago, IL 60601 (Loop area)",
2597,Groupon,Data Scientist - Groupon Getaways,"Chicago, IL 60654 (Loop area)",
2598,"Cardinal Intellectual Property, Inc",Application Security Engineer,"Evanston, IL",
2599,KPMG,"Data Scientist, Natural Language Processing","Chicago, IL 60601 (Loop area)",
2600,Illinois Technology Association,Capital One - Data Scientist,"Chicago, IL",
2601,Predictive Science,Data Scientist,United States,
2602,Crowe Horwath,Data Scientist/Statistics - Applied Technology - 12729,"Chicago, IL 60606",
2603,Allstate Insurance,Senior Data Scientist,"Chicago, IL 60601",
2604,ABBOTT LABORATORIES,Statistical Data Analyst / Programmer,"Des Plaines, IL",
2605,Purohit Navigation,Market Research Analyst,"Chicago, IL 60606",
2606,Illinois Technology Association,Capital One - Optimization Data Scientist,"Chicago, IL",
2607,Reed Elsevier,"Regional Account Manager, Patient Engagement, Central US","Chicago, IL",
2608,Citizens United for Research in Epilepsy,"Manager, Special Events and Community Engagement","Chicago, IL 60654 (Loop area)",
2609,dbHMS,Commissioning Engineer,"Chicago, IL",
2610,Civis Analytics,Senior Software Engineer,"Chicago, IL",
2611,Google,"Technical Curriculum Developer, Google Cloud Platform","Chicago, IL",
2612,The Field Museum,Postdoctoral Research Scientist - Vertebrate Paleontology,"Chicago, IL",
2613,Illinois Technology Association,Capital One - Speech Recognition Data Scientist,"Chicago, IL",
2614,Next Step Systems,Associate Quantitative Reasearch Analyst,"Chicago, IL",
2615,Analytic Recruiting,Manager / Director of Predictive Modeling,"Chicago, IL","$100,000 - $130,000 a year"
2616,Predictive Science,Data Scientist,United States,
2617,Crowe Horwath,Data Scientist/Statistics - Applied Technology - 12729,"Chicago, IL 60606",
2618,Allstate Insurance,Senior Data Scientist,"Chicago, IL 60601",
2619,ABBOTT LABORATORIES,Statistical Data Analyst / Programmer,"Des Plaines, IL",
2620,Purohit Navigation,Market Research Analyst,"Chicago, IL 60606",
2621,Nokia Siemens Networks,Regional Services Solution Manager,"Arlington Heights, IL",
2622,Ipsos North America,Connect - Senior Research Manager,"Chicago, IL",
2623,Civis Analytics,Front End Engineer (Senior/Associate),"Chicago, IL",
2624,Publicis Healthcare Communications Group,Account Supervisor - Discovery USA,"Chicago, IL",
2625,Northwestern University,Research Technologist 2,"Evanston, IL",
2626,Capital One,Optimization Data Scientist,"Chicago, IL",
2627,Capital One,Data Scientist,"Chicago, IL",
2628,IDEO,Front-End Software Developer,"Chicago, IL",
2629,NJF Search,Machine Learning Researcher,"Chicago, IL",
2630,National Safety Council,Senior Survey Research Analyst,"Itasca, IL",
2631,Predictive Science,Data Scientist,United States,
2632,Crowe Horwath,Data Scientist/Statistics - Applied Technology - 12729,"Chicago, IL 60606",
2633,Allstate Insurance,Senior Data Scientist,"Chicago, IL 60601",
2634,ABBOTT LABORATORIES,Statistical Data Analyst / Programmer,"Des Plaines, IL",
2635,Purohit Navigation,Market Research Analyst,"Chicago, IL 60606",
2636,Dyson,Manager – HR Operations,"Chicago, IL 60654 (Loop area)",
2637,Civis Analytics,Product Design Internship - Summer 2017,"Chicago, IL",
2638,Publicis Healthcare Communications Group,Group Account Supervisor - Discovery USA,"Chicago, IL",
2639,Astellas Pharmaceuticals,RWI Data Scientist / Statistical Programmer,"Northbrook, IL",
2640,Brad's Deals,Data Scientist,"Chicago, IL",
2641,University of Chicago,Senior Finance Analyst,"Chicago, IL",
2642,ADP,IT Command Center Operational Support - Weekend Shift,"Elk Grove Village, IL 60007",
2643,Synchrony Financial,"AVP, Credit Innovation Data Scientist (L11)","Chicago, IL",
2644,Civis Analytics,Senior Engineer - Site Reliability,"Chicago, IL",
2645,Xaxis,Account Manager,"Chicago, IL",
2646,Predictive Science,Data Scientist,United States,
2647,Crowe Horwath,Data Scientist/Statistics - Applied Technology - 12729,"Chicago, IL 60606",
2648,Allstate Insurance,Senior Data Scientist,"Chicago, IL 60601",
2649,ABBOTT LABORATORIES,Statistical Data Analyst / Programmer,"Des Plaines, IL",
2650,Purohit Navigation,Market Research Analyst,"Chicago, IL 60606",
2651,CDK Global,Sales Associate,"Chicago, IL",
2652,Dyson,Head of Security – Dyson Americas,"Chicago, IL 60654 (Loop area)",
2653,Tempus,Computational Biologist- Statistical Genetics,"Chicago, IL 60654 (Loop area)",
2654,Socrata,Account Executive Greater Chicago Region,"Chicago, IL",
2655,Procured Health,Research Analyst,"Chicago, IL 60602 (Loop area)",
2656,Plante Moran,"Senior Manager, Healthcare Data Analytics","Chicago, IL 60606 (Loop area)",
2657,LoyaltyOne,Senior Data Scientist,"Chicago, IL",
2658,Bolstr,Chief Credit Officer,"Chicago, IL",
2659,HDR,"Director, Education | Science | Tech","Chicago, IL 60631 (Norwood Park area)",
2660,V3 Companies,Soil Scientist,"Woodridge, IL 60517",
2661,Predictive Science,Data Scientist,United States,
2662,Crowe Horwath,Data Scientist/Statistics - Applied Technology - 12729,"Chicago, IL 60606",
2663,Allstate Insurance,Senior Data Scientist,"Chicago, IL 60601",
2664,ABBOTT LABORATORIES,Statistical Data Analyst / Programmer,"Des Plaines, IL",
2665,Purohit Navigation,Market Research Analyst,"Chicago, IL 60606",
2666,"Vizient, Inc.",Data Scientist,"Chicago, IL",
2667,HDR,Senior Scheduler,"Chicago, IL 60631 (Norwood Park area)",
2668,Androcles-Group,Sr. Solution Architect (Pre-Sales-Central Region-Mid West US...,"Chicago, IL",
2669,CCC Information Services Inc.,Computer Vision Data Scientist,"Chicago, IL 60654 (Loop area)",
2670,Jobspring Partners,Academic Python Developer,"Chicago, IL","$75,000 - $100,000 a year"
2671,Allstate Insurance,Senior Telematics Data Scientist,"Chicago, IL 60601 (Loop area)",
2672,Jobspring Partners,Quality Engineer (Big Data),"Chicago, IL","$70,000 - $105,000 a year"
2673,Strike Social,Data Scientist,"Chicago, IL 60601 (Loop area)",
2674,Allstate Insurance,QR&A Connected Car Director,"Northbrook, IL 60062",
2675,Smith Hanley Associates,Statistical Research Scientist,"Chicago, IL","$75,000 - $90,000 a year"
2676,Predictive Science,Data Scientist,United States,
2677,Crowe Horwath,Data Scientist/Statistics - Applied Technology - 12729,"Chicago, IL 60606",
2678,Allstate Insurance,Senior Data Scientist,"Chicago, IL 60601",
2679,Purohit Navigation,Market Research Analyst,"Chicago, IL 60606",
2680,Smith Hanley Associates,Statistical Modeler,"Chicago, IL","$75,000 - $90,000 a year"
2681,Montway Auto Transport,Data Scientist,"Des Plaines, IL",
2682,"Wiss, Janney, Elstner Associates",Student Intern - Summer 2017,"Northbrook, IL",
2683,"Technical Options, Inc",Quantitative Analyst,"Chicago, IL",
2684,Kraft Heinz Company,Sr. Food Scientist/Product Developer (R&D),"Glenview, IL",
2685,The Climate Corporation,"Senior Software Engineer, Backend","Chicago, IL",
2686,eSpark,Growth Marketing Manager,"Chicago, IL 60607 (Near West Side area)",
2687,WSP | Parsons Brinckerhoff,Senior Environmental Consultant/Business Development Leader,"Chicago, IL",
2688,Follett Corporation,C#.NET - Applications Developer,"Westchester, IL 60154",
2689,Illinois Technology Association,Capital One - Digital Product Manager - Case Management Team,"Rolling Meadows, IL",
2690,Predictive Science,Data Scientist,United States,
2691,ABBOTT LABORATORIES,Statistical Data Analyst / Programmer,"Des Plaines, IL",
2692,Crowe Horwath,Data Scientist/Statistics - Applied Technology - 12729,"Chicago, IL 60606",
2693,Allstate Insurance,Senior Data Scientist,"Chicago, IL 60601",
2694,ABBOTT LABORATORIES,Statistical Data Analyst / Programmer,"Des Plaines, IL",
2695,Purohit Navigation,Market Research Analyst,"Chicago, IL 60606",
2696,Capital One,Digital Product Manager - Case Management Team,"Rolling Meadows, IL",
2697,HDR,Project Quality Manager,"Chicago, IL 60631 (Norwood Park area)",
2698,Allstate Insurance,Senior Data Scientist,"Chicago, IL 60601 (Loop area)",
2699,Allstate Insurance,Senior Automation Data Scientist,"Chicago, IL 60601 (Loop area)",
2700,Civis Analytics,Software Engineer Internship - Summer 2017,"Chicago, IL",
2701,The NPD Group,Data Scientist,"Rosemont, IL",
2702,MWH,Geotechnical Engineer,"Chicago, IL",
2703,Jobspring Partners,Senior Data Scientist,"Glenview, IL","$80,000 - $120,000 a year"
2704,Valence Health,Data Scientist - Healthcare,"Chicago, IL",
2705,RAY ALLEN,Associate Data Scientist,"Chicago, IL 60654 (Loop area)",
2706,Predictive Science,Data Scientist,United States,
2707,Crowe Horwath,Data Scientist/Statistics - Applied Technology - 12729,"Chicago, IL 60606",
2708,Allstate Insurance,Senior Data Scientist,"Chicago, IL 60601",
2709,ABBOTT LABORATORIES,Statistical Data Analyst / Programmer,"Des Plaines, IL",
2710,Purohit Navigation,Market Research Analyst,"Chicago, IL 60606",
2711,Cox Automotive,"Manager, Campaign Marketing","Oakbrook Terrace, IL",
2712,ADP,IT Operations Control Specialist - Weekday swing shift,"Elk Grove Village, IL 60007",
2713,Food Management Search,Food Scientist MS or PhD - Meat Products,"Chicago, IL","$75,000 - $95,000 a year"
2714,University of Chicago,Scientific Editor,"Chicago, IL",
2715,University of Chicago,Executive Administrator,"Chicago, IL",
2716,The Field Museum,Conservation Scientist: Rapid Inventories,"Chicago, IL",
2717,Capital One,Speech Recognition Data Scientist,"Chicago, IL",
2718,KPMG,Data Scientist,"Chicago, IL 60601 (Loop area)",
2719,National Collegiate Scouting Association,Data Scientist,"Chicago, IL 60642 (Portage Park area)",
2720,The University of Chicago Medicine,Data Scientist,"Chicago, IL",
2721,Predictive Science,Data Scientist,United States,
2722,Crowe Horwath,Data Scientist/Statistics - Applied Technology - 12729,"Chicago, IL 60606",
