,Store Number,City,2015 Sales,2015 Sales mean,County Number,Price per Liter mean,Zip Code,2015 Volume Sold (Liters),2015 Volume Sold (Liters) mean,2015 Margin mean,2015 Sales Q1,2016 Sales Q1,First Date,Last Date
443,4138,INDIANOLA,14109.7,102.244202899,91,13.6274810214,50125,1374.75,9.96195652174,34.1592753623,2733.12,3836.73,2015-01-05,2016-03-29
444,4140,DES MOINES,18163.08,130.669640288,77,15.5897739661,50313,1952.95,14.05,43.6642446043,3362.92,1394.84,2015-01-06,2016-03-29
445,4141,DES MOINES,9301.01,160.362241379,77,14.4694252874,50320,1061.25,18.2974137931,53.4825862069,1079.47,1937.15,2015-01-08,2015-02-26
446,4143,LAWLER,8854.04,239.298378378,19,16.9012870013,52154,532.5,14.3918918919,79.9318918919,1970.46,1405.0,2015-01-26,2016-03-28
447,4146,WAVERLY,10387.53,57.0743406593,9,15.6170381999,50677,795.0,4.36813186813,19.0692857143,2724.62,5412.63,2015-01-08,2016-03-31
448,4147,CEDAR FALLS,32616.23,221.879115646,7,15.1175121477,50613,3340.5,22.7244897959,75.0782993197,6781.61,7610.56,2015-01-08,2016-03-31
449,4148,INDEPENDENCE,27538.05,241.561842105,10,16.6669663743,50644,2545.12,22.3256140351,82.3385964912,5415.46,3701.94,2015-01-07,2016-03-30
450,4149,DENISON,5449.91,132.924634146,24,14.1034610918,51442,414.0,10.0975609756,44.3392682927,1802.13,10578.24,2015-01-05,2016-03-28
451,4150,WATERLOO,19349.6,197.444897959,7,14.3426239067,50701,1675.5,17.0969387755,65.9380612245,2150.72,1597.83,2015-01-06,2016-03-29
452,4152,MISSOURI VALLEY,19206.45,45.0855633803,43,16.3875924124,51555,1504.7,3.53215962441,15.0931690141,5619.79,1543.95,2015-01-06,2016-03-29
453,4153,EVANSDALE,11324.86,117.967291667,7,14.6729365079,50707,847.0,8.82291666667,39.463125,4594.29,6249.82,2015-01-08,2016-03-31
454,4154,HIAWATHA,8060.55,62.973046875,57,14.4948028274,52233,676.25,5.283203125,21.043125,1227.69,6166.0,2015-01-07,2016-03-30
455,4155,MARION,16012.8,184.055172414,57,12.70401341,52302,1350.6,15.524137931,61.6440229885,1546.6,3939.81,2015-01-07,2016-03-29
456,4156,OELWEIN,35929.38,231.802451613,33,14.2196912442,50662,2716.65,17.5267741935,77.534,3289.34,1855.17,2015-01-07,2016-03-30
457,4157,NORTH LIBERTY,13380.62,102.927846154,52,15.668952381,52317,987.75,7.59807692308,34.4688461538,2523.01,1864.67,2015-01-05,2016-03-28
458,4158,CARROLL,21917.16,185.738644068,14,14.2659241324,51401,2226.0,18.8644067797,63.2702542373,11056.5,47937.16,2015-01-07,2015-12-29
459,4159,COUNCIL BLUFFS,13098.9,195.505970149,78,14.9987491116,51503,1133.25,16.9141791045,65.2313432836,1635.71,1078.32,2015-01-05,2016-03-28
460,4160,IOWA CITY,8053.0,89.4777777778,52,14.652973545,52240,654.9,7.27666666667,29.9404444444,2053.02,841.14,2015-01-07,2016-03-09
461,4161,IOWA CITY,8700.88,124.298285714,52,14.7582857143,52246,706.5,10.0928571429,41.7415714286,3295.1,3829.88,2015-01-07,2016-03-30
462,4162,CEDAR RAPIDS,19106.67,155.338780488,57,14.6317073171,52404,1434.5,11.662601626,51.8764227642,4221.63,2193.27,2015-01-22,2016-03-17
463,4163,STORM LAKE,5407.57,66.7601234568,11,15.2771017049,50588,497.5,6.14197530864,22.6198765432,2161.33,1199.28,2015-01-12,2015-01-12
464,4164,BETTENDORF,18702.54,84.2456756757,82,18.4809121057,52722,1347.61,6.07031531532,28.1415315315,3995.0,2496.84,2015-01-12,2016-03-28
465,4165,ANKENY,14093.41,45.9068729642,77,22.6436348747,50023,751.35,2.44739413681,15.3245276873,2733.82,1545.2,2015-01-05,2016-03-28
466,4166,JESUP,7520.6,52.961971831,10,15.8448323273,50648,613.25,4.31866197183,17.7273239437,1920.96,4293.85,2015-01-07,2016-03-30
467,4167,DUBUQUE,167173.55,183.505543359,31,20.7304746911,52001,9915.16,10.883819978,61.2032711306,37422.88,2554.79,2015-01-12,2016-03-28
468,4169,DES MOINES,7964.19,86.5672826087,77,19.0812862319,50317,542.05,5.89184782609,28.8795652174,1768.47,6467.79,2015-01-06,2016-03-28
469,4170,WEST BRANCH,4474.07,24.9948044693,16,14.1101056412,52358,406.13,2.26888268156,8.37698324022,1097.38,3136.23,2015-01-08,2016-03-31
470,4171,CASCADE,14233.09,129.391727273,31,12.7173766234,52033,1212.5,11.0227272727,43.5026363636,4567.46,5137.02,2015-01-27,2016-03-22
471,4172,ALDEN,9031.81,99.2506593407,42,16.5811368394,50006,629.24,6.91472527473,33.1636263736,2448.6,1786.61,2015-01-07,2016-03-30
472,4173,PAULLINA,4794.2,61.4641025641,71,15.8230129812,51046,391.86,5.02384615385,20.5243589744,746.8,3283.12,2015-01-07,2016-03-16
473,4176,CEDAR RAPIDS,12665.97,85.0065100671,57,16.4868264621,52405,953.75,6.40100671141,28.434295302,2942.41,1422.14,2015-01-13,2016-03-22
474,4177,LE GRAND,6812.21,29.8781140351,64,17.0001438033,50142,501.26,2.19850877193,9.99442982456,1793.89,10534.19,2015-01-06,2016-03-28
475,4180,MARION,16359.94,52.944789644,57,19.4454690632,52302,1237.82,4.00588996764,17.6709385113,3581.7,868.92,2015-01-05,2016-03-28
476,4182,DYERSVILLE,19569.67,167.262136752,31,13.5401546602,52040,2018.25,17.25,57.0374358974,6369.46,1742.31,2015-01-08,2016-03-17
477,4183,DECORAH,23128.85,111.196394231,96,16.6881959707,52101,1647.75,7.921875,37.11375,3483.04,2354.51,2015-01-05,2016-03-28
478,4184,MUSCATINE,8247.73,93.7242045455,70,15.0017316017,52761,708.75,8.05397727273,31.4960227273,1533.44,1725.43,2015-01-06,2016-03-22
479,4185,GRINNELL,14207.93,108.457480916,79,15.8555288986,50112,1320.5,10.0801526718,36.3309923664,2889.87,3137.57,2015-01-06,2016-03-22
480,4186,DES MOINES,6243.89,57.2833944954,77,18.9705570583,50321,439.98,4.03651376147,19.1232110092,2218.33,3502.71,2015-01-07,2016-03-30
481,4189,MANCHESTER,8185.74,110.618108108,28,14.2576994852,52057,702.8,9.4972972973,37.2122972973,1334.8,1645.27,2015-01-05,2016-03-28
482,4190,JEFFERSON,10805.34,77.7362589928,37,15.4885782802,50129,804.0,5.78417266187,25.9720863309,1952.13,2929.11,2015-01-15,2016-03-24
483,4191,PELLA,13200.97,244.462407407,63,18.5261737678,50219,1068.51,19.7872222222,83.477962963,787.9,2278.47,2015-01-06,2016-03-22
484,4192,BETTENDORF,7527.6,119.485714286,82,14.0906424792,52722,661.5,10.5,39.8692063492,1204.22,857.56,2015-01-05,2016-03-28
485,4193,HARTLEY,6397.48,46.3585507246,71,15.4035188061,51346,486.9,3.52826086957,15.4980434783,1135.54,1310.98,2015-01-05,2016-03-28
486,4194,NEWTON,15472.6,145.967924528,50,12.7456783468,50208,1419.75,13.3938679245,48.9658490566,2064.21,3599.09,2015-01-05,2016-03-28
487,4195,TOLEDO,8658.39,82.4608571429,86,16.4105941043,52342,720.0,6.85714285714,27.5328571429,1694.22,13367.28,2015-01-05,2016-03-28
488,4196,DAVENPORT,18026.79,175.017378641,82,14.2490268146,52806,2080.05,20.1946601942,58.4106796117,2651.92,258.72,2015-01-13,2016-03-30
489,4197,SERGEANT BLUFF,12836.69,81.7623566879,97,15.0495541401,51054,1131.75,7.20859872611,27.4015923567,2824.49,3291.47,2015-01-07,2016-03-30
490,4200,SIOUX CITY,11271.82,119.912978723,97,14.870070922,51108,1077.0,11.4574468085,41.0607446809,1584.92,1105.36,2015-01-08,2016-03-31
491,4201,SIOUX CITY,9104.43,68.9729545455,97,14.6933477633,51109,740.25,5.60795454545,23.0204545455,1690.71,1906.05,2015-01-12,2016-03-21
492,4202,SIOUX CITY,17069.84,149.735438596,97,15.2017042607,51106,1263.0,11.0789473684,50.1121929825,2672.4,4804.8,2015-01-07,2016-03-30
493,4203,WAVERLY,21771.74,142.298954248,9,14.4299377529,50677,1836.5,12.0032679739,47.6246405229,5215.66,1826.2,2015-01-07,2016-03-23
494,4204,CLINTON,8261.24,98.3480952381,23,13.2846712018,52733,673.5,8.01785714286,32.8417857143,2016.15,1655.72,2015-01-07,2016-03-30
495,4205,MARSHALLTOWN,7779.01,103.720133333,64,12.6989714286,50158,662.75,8.83666666667,34.7005333333,1100.4,2521.68,2015-01-07,2016-03-23
496,4209,GRIMES,64904.34,192.594480712,77,15.1650967924,50111,4753.5,14.1053412463,64.5085459941,12327.78,812.34,2015-01-05,2016-03-28
497,4210,STORM LAKE,2891.22,206.515714286,11,27.5879251701,50588,116.25,8.30357142857,68.8542857143,512.52,4542.48,2015-01-06,2016-03-31
498,4214,WATERLOO,23850.46,115.778932039,7,18.7409992818,50703,1483.08,7.19941747573,38.6198058252,4742.43,2315.38,2015-01-05,2016-03-28
499,4222,EVANSDALE,9310.6,60.4584415584,7,17.7042147759,50707,778.34,5.05415584416,20.2267532468,1541.4,3028.07,2015-01-07,2016-03-29
500,4223,EVANSDALE,9075.6,67.728358209,7,16.3795024876,50707,725.8,5.41641791045,22.607238806,1763.98,2598.37,2015-01-21,2016-02-17
501,4228,VINTON,27670.01,161.812923977,6,12.0765295182,52349,2313.9,13.5315789474,53.9877777778,6819.0,4766.94,2015-01-15,2016-03-24
502,4229,HARLAN,32138.34,544.717627119,83,11.8092009685,51537,3628.5,61.5,185.026101695,3287.16,2036.08,2015-01-07,2016-03-29
503,4230,CLIVE,7352.94,77.3993684211,77,13.9027568922,50325,697.25,7.33947368421,25.9090526316,2605.85,199.8,2015-01-06,2016-03-29
504,4231,LE MARS,12090.82,134.342444444,75,12.5848042328,51031,1277.75,14.1972222222,45.2487777778,2396.58,880.17,2015-01-13,2016-03-22
505,4232,MORAVIA,6508.94,112.223103448,4,17.5590968801,52571,380.75,6.56465517241,37.4634482759,827.25,6266.16,2015-01-06,2016-03-29
506,4233,CRESCO,22786.77,180.847380952,45,13.8673318216,52136,2091.0,16.5952380952,61.0043650794,11180.36,3599.75,2015-01-06,2016-03-29
507,4234,SPENCER,13087.66,163.59575,21,11.3177752976,51301,1230.6,15.3825,54.895375,1394.82,2254.03,2015-01-05,2016-03-28
508,4235,WEBSTER CITY,6226.44,115.304444444,40,14.3988007055,50595,523.75,9.69907407407,38.5168518519,1104.93,2634.57,2015-01-07,2016-03-29
509,4236,EAGLE GROVE,26935.51,141.765842105,99,15.6349072682,50533,2403.75,12.6513157895,48.1708947368,4308.52,2483.63,2015-01-07,2016-03-30
510,4239,SPIRIT LAKE,11336.14,119.327789474,30,12.2186666667,51360,1005.25,10.5815789474,39.9247368421,2171.4,16407.0,2015-01-05,2016-03-28
511,4246,SHENANDOAH,5508.76,94.9786206897,73,12.8977832512,51601,565.75,9.75431034483,32.0744827586,1035.76,2672.97,2015-01-08,2016-03-31
512,4248,SHELDON,14292.4,621.408695652,71,12.9283643892,51201,1426.2,62.0086956522,207.334782609,2420.72,1536.65,2015-01-07,2016-03-30
513,4249,CLARINDA,5968.02,93.2503125,73,12.2571651786,51632,561.75,8.77734375,31.3415625,1039.71,4503.9,2015-01-05,2015-05-11
514,4250,ELDORA,6651.25,105.575396825,42,13.7843688587,50627,605.75,9.61507936508,35.4331746032,1194.09,6546.34,2015-01-05,2016-03-28
515,4251,AMES,13496.54,97.8010144928,85,25.1120482211,50014,833.06,6.03666666667,32.7142028986,3300.52,1545.36,2015-01-08,2016-03-31
516,4252,MONTICELLO,11672.03,77.8135333333,53,15.5151119048,52310,978.8,6.52533333333,26.0042,1856.07,1125.32,2015-01-07,2016-03-16
517,4253,WINTERSET,28568.7,238.0725,61,14.1133253968,50273,3151.5,26.2625,80.8,20017.56,1472.71,2015-01-07,2016-03-30
518,4254,EMMETSBURG,10541.67,119.791704545,74,13.0974025974,50536,916.1,10.4102272727,39.9711363636,2232.76,13083.39,2015-01-06,2016-03-22
519,4255,ORANGE CITY,40616.0,258.700636943,84,16.5409364128,51041,3422.32,21.7982165605,87.641656051,5981.54,1656.96,2015-01-08,2016-03-28
520,4256,SIOUX CENTER,24102.35,301.279375,84,18.0991071429,51250,1527.25,19.090625,100.4555,5351.97,1199.1,2015-01-06,2016-03-29
521,4258,BURLINGTON,14430.83,147.253367347,29,14.4476093294,52601,1413.0,14.4183673469,51.2671428571,8305.41,3857.27,2015-01-08,2016-03-31
522,4260,OSCEOLA,23309.75,284.265243902,20,18.2778861789,50213,1555.75,18.9725609756,95.0518292683,2009.49,644.9,2015-01-07,2016-03-30
523,4265,WATERLOO,25209.6,99.642687747,7,20.8439323358,50702,1399.49,5.53158102767,33.2475889328,6373.71,1701.3,2015-01-07,2016-03-30
524,4266,SHENANDOAH,8263.98,131.174285714,73,14.4108012094,51601,605.1,9.60476190476,43.9666666667,2215.86,6819.68,2015-01-07,2016-03-30
525,4267,ANITA,7513.93,65.9116666667,15,15.0242105263,50020,570.5,5.00438596491,21.9865789474,2019.7,515.67,2015-01-07,2016-03-30
526,4268,ALGONA,17921.11,132.748962963,55,16.2562821869,50511,1742.5,12.9074074074,45.6711111111,4503.65,1025.49,2015-01-06,2016-01-26
527,4269,TIPTON,20819.87,66.3053184713,16,15.7498024074,52772,1693.75,5.39410828025,22.2060191083,4327.43,2129.25,2015-01-15,2016-03-17
528,4271,CENTERVILLE,6918.88,138.3776,4,17.2554666667,52544,459.25,9.185,46.217,1165.62,1942.94,2015-01-06,2016-03-29
529,4272,ESTHERVILLE,11397.13,167.604852941,32,14.415,51334,1025.25,15.0772058824,56.6710294118,2387.97,1635.28,2015-01-06,2016-03-29
530,4273,DES MOINES,15828.33,44.9668465909,77,19.2206347011,50317,1016.18,2.886875,15.0004829545,2551.8,7988.12,2015-01-07,2016-02-24
531,4274,RUTHVEN,2921.39,73.03475,74,13.444452381,51358,270.5,6.7625,24.3925,778.25,1090.77,2015-01-08,2016-02-25
532,4275,KNOXVILLE,11085.92,205.294814815,63,14.4424747053,50138,1005.38,18.6181481481,68.7277777778,1715.14,2252.59,2015-01-05,2016-01-15
533,4277,LE MARS,36634.82,138.768257576,75,20.8174674138,51031,2328.47,8.81996212121,46.2952651515,8122.68,2802.84,2015-01-05,2016-03-21
534,4279,KEOTA,2054.85,57.0791666667,54,15.3098743386,52248,178.48,4.95777777778,19.06,328.77,1025.16,2015-01-06,2016-03-29
535,4283,MARION,7273.09,89.7912345679,57,16.2694826573,52302,558.88,6.89975308642,29.9444444444,2177.1,1633.13,2015-01-05,2016-03-28
536,4284,IOWA FALLS,7292.01,165.7275,42,13.6193073593,50126,726.0,16.5,55.7877272727,2080.92,4545.5,2015-01-05,2016-03-28
537,4285,NEW HAMPTON,12261.64,126.408659794,19,12.8802110947,50659,1130.5,11.6546391753,42.1962886598,4182.32,3864.61,2015-01-06,2016-03-29
538,4289,WAUKON,9784.11,113.76872093,3,13.9356146179,52172,903.0,10.5,38.3946511628,2722.54,2319.91,2015-01-21,2016-03-30
539,4291,CRESTON,25211.94,81.0673311897,88,15.3321926198,50801,1645.5,5.29099678457,27.0547588424,4772.89,1198.38,2015-01-06,2016-03-29
540,4293,EDDYVILLE,2858.44,124.28,90,17.9844927536,52553,196.25,8.53260869565,41.5195652174,358.72,2007.39,2015-01-06,2016-03-29
541,4296,KEOSAUQUA,11855.86,77.4892810458,89,15.7121859997,52565,874.71,5.71705882353,25.8716339869,3183.12,4720.37,2015-01-06,2016-03-29
542,4297,CEDAR RAPIDS,27002.94,109.323643725,57,19.722984384,52402,1716.07,6.94765182186,36.6467206478,8142.62,31256.58,2015-01-06,2016-03-29
543,4298,DYSART,3873.3,124.94516129,86,12.7218740399,52224,307.5,9.91935483871,41.7696774194,821.1,4750.82,2015-01-13,2016-03-15
544,4299,CENTRAL CITY,7906.47,73.8922429907,57,13.6850778816,52214,709.9,6.63457943925,24.7318691589,1200.65,746.88,2015-01-06,2016-03-29
545,4300,OSKALOOSA,16161.38,252.5215625,62,15.4866220238,52577,980.0,15.3125,84.25015625,8740.01,2795.6,2015-12-01,2015-12-29
546,4301,DES MOINES,23161.42,141.228170732,77,24.4463893883,50320,1043.92,6.36536585366,47.0937804878,5127.16,2757.27,2015-01-06,2016-02-23
547,4303,MEDIAPOLIS,10525.08,42.7848780488,29,16.7062670715,52637,708.93,2.88182926829,14.2702439024,1943.42,1406.61,2015-01-06,2016-03-29
548,4306,HAMPTON,7273.55,38.2818421053,35,17.5707900013,50441,527.68,2.77726315789,12.7946842105,2100.64,4640.62,2015-01-12,2016-03-28
549,4307,DUNLAP,15185.99,82.0864324324,43,18.2870487367,712-2,1021.4,5.52108108108,27.3944864865,4492.24,799.27,2015-01-07,2016-03-22
550,4308,CORALVILLE,25532.8,107.280672269,52,20.6797691324,52241,1534.26,6.44647058824,35.8392436975,6439.69,1840.02,2015-01-07,2016-03-29
551,4310,CHEROKEE,10640.49,102.312403846,18,14.5205723443,51012,801.25,7.70432692308,34.3893269231,1655.33,807.37,2015-01-06,2016-03-29
552,4311,FORT DODGE,36146.01,322.732232143,94,13.8108333333,50501,3843.75,34.3191964286,110.834196429,9583.89,1256.69,2015-01-06,2016-03-22
553,4312,COUNCIL BLUFFS,145075.52,194.471206434,78,20.6437542484,51501,8017.51,10.7473324397,64.875616622,31475.35,5211.63,2015-01-06,2016-03-29
554,4313,ATLANTIC,9030.94,164.198909091,15,13.1188138528,50022,958.5,17.4272727273,55.6747272727,1378.9,1080.36,2015-01-06,2016-03-22
555,4315,WASHINGTON,4732.35,147.8859375,92,14.3705952381,52353,353.25,11.0390625,49.370625,499.98,1986.83,2015-01-05,2016-03-28
556,4317,GREENFIELD,9983.13,75.0611278195,1,15.2223129252,50849,830.5,6.24436090226,25.0908270677,1749.7,2244.01,2015-01-08,2016-03-31
557,4318,RED OAK,7834.27,124.353492063,69,14.6123960695,51566,636.25,10.0992063492,41.5480952381,1543.08,4531.01,2015-01-08,2016-03-31
558,4319,HUMBOLDT,8293.71,104.983670886,46,13.5924231465,50548,729.75,9.23734177215,35.1202531646,2660.34,3373.9,2015-01-06,2016-03-22
559,4320,PERRY,18181.59,138.790763359,8,16.0620392585,50220,1381.0,10.5419847328,46.3222137405,3822.09,2100.43,2015-01-05,2016-03-28
560,4321,CHARLES CITY,9517.99,134.056197183,34,14.3819919517,50616,1020.0,14.3661971831,45.4995774648,2221.98,1099.05,2015-01-07,2016-03-30
561,4324,DAYTON,5514.88,83.5587878788,94,15.2394083694,50530,417.75,6.32954545455,27.9560606061,2367.94,549.4,2015-01-08,2016-03-31
562,4325,VILLISCA,1020.5,68.0333333333,69,15.872,50864,81.75,5.45,22.7546666667,548.64,231.18,2015-01-07,2015-05-27
563,4326,STRATFORD,4199.7,66.6619047619,40,17.3764493575,50249,328.65,5.21666666667,22.2663492063,849.96,1760.1,2015-01-14,2016-03-16
564,4334,DUBUQUE,19159.46,228.088809524,31,13.0607142857,52001,1683.1,20.0369047619,77.2614285714,3664.96,666.66,2015-01-06,2016-03-22
565,4336,GEORGE,4230.87,48.6306896552,60,16.2356955607,51237,282.74,3.24988505747,16.2440229885,953.2,1249.3,2015-01-07,2016-03-30
566,4337,LARCHWOOD,5937.49,109.953518519,60,22.7067901235,51241,314.45,5.82314814815,36.7111111111,1727.77,838.12,2015-01-06,2016-03-08
567,4343,DES MOINES,7307.98,94.9088311688,77,21.5028167139,50313,385.53,5.00688311688,31.6550649351,2031.33,1824.89,2015-01-07,2016-03-23
568,4344,GRIMES,18591.39,29.746224,77,19.9523117071,50111,1192.56,1.908096,9.934848,3743.07,1690.26,2015-01-08,2015-06-25
569,4345,GRINNELL,15088.32,37.7208,79,18.1584451137,50112,919.79,2.299475,12.592975,2736.85,563.02,2015-01-06,2016-03-29
570,4346,SHELLSBURG,8580.19,31.6612177122,6,14.4022188775,52332,753.52,2.78051660517,10.5879335793,1871.75,145.52,2015-01-12,2016-03-21
571,4353,CLEAR LAKE,2584.52,71.7922222222,17,17.9940617102,50248,177.67,4.93527777778,23.9438888889,284.31,947.87,2015-01-05,2016-03-28
572,4355,STORY CITY,4963.91,90.2529090909,85,17.3906389426,50248,375.11,6.82018181818,30.1790909091,1569.68,433.26,2015-01-05,2016-03-21
573,4356,NEVADA,3659.44,73.1888,85,18.8607047619,50201,267.6,5.352,24.408,815.56,737.89,2015-01-06,2016-03-29
574,4357,STORY CITY,4233.97,98.4644186047,85,14.6413476355,50248,394.81,9.18162790698,32.9425581395,812.68,1361.99,2015-02-11,2015-05-27
575,4358,CLARION,4519.15,145.779032258,99,15.571797235,50525,364.75,11.7661290323,48.7664516129,1491.35,1537.35,2015-01-07,2016-03-30
576,4359,WAUKEE,2820.62,80.5891428571,25,16.8298503401,50263,220.75,6.30714285714,26.8774285714,797.94,1451.82,2015-01-06,2016-03-29
577,4360,NEWTON,4138.09,118.231142857,50,15.0449489072,50208,367.33,10.4951428571,39.4425714286,1199.39,1173.36,2015-02-11,2016-03-16
578,4361,DES MOINES,6274.6,66.7510638298,77,20.7177814245,50313,409.82,4.35978723404,22.3191489362,1200.71,1884.66,2015-04-15,2016-01-19
579,4362,POLK CITY,6527.33,89.4154794521,77,16.1353986412,50226,432.69,5.92726027397,29.971369863,1162.04,985.76,2015-01-05,2016-03-28
580,4364,GRINNELL,2711.61,135.5805,79,23.4216666667,50112,122.25,6.1125,45.2075,624.36,1264.34,2015-01-06,2016-02-23
581,4365,GRINNELL,3660.37,110.92030303,79,19.1256854257,50112,259.1,7.85151515152,37.0524242424,1289.97,2038.07,2015-01-20,2016-03-22
582,4366,TIFFIN,4249.11,74.5457894737,52,19.1777173456,52340,273.42,4.79684210526,24.8743859649,605.93,1223.32,2015-01-06,2016-03-29
583,4367,MASON CITY,3181.65,102.633870968,17,16.4634562212,50401,231.55,7.46935483871,34.2267741935,664.19,989.58,2015-01-14,2016-03-30
584,4368,JOHNSTON,3965.26,61.9571875,77,17.802436756,50131,295.52,4.6175,20.74890625,1118.03,1732.77,2015-01-08,2016-03-31
585,4369,NORWALK,6314.67,80.9573076923,91,15.7578009638,50211,500.16,6.41230769231,27.0442307692,1498.54,658.23,2015-01-05,2016-03-28
586,4370,NORWALK,3480.37,63.2794545455,91,16.0998008658,50211,264.15,4.80272727273,21.1130909091,676.89,1379.87,2015-01-05,2016-03-28
587,4371,WEST DES MOINES,5218.19,81.53421875,77,17.6962663453,50265,332.27,5.19171875,27.34203125,1174.03,1533.61,2015-01-05,2015-12-26
588,4372,MASON CITY,1659.86,82.993,17,16.8258928571,50401,151.22,7.561,27.782,221.12,870.52,2015-01-07,2015-12-29
589,4373,WEST DES MOINES,8299.25,90.2092391304,77,17.6136090014,50266,523.03,5.68510869565,30.1632608696,1630.31,666.53,2015-01-06,2016-03-29
590,4374,GRIMES,3908.01,84.9567391304,77,16.6012867341,50111,289.62,6.29608695652,28.3619565217,674.84,2117.19,2015-01-06,2016-03-29
591,4375,GRIMES,5021.32,71.7331428571,77,16.4219651808,50111,365.93,5.22757142857,23.9784285714,867.23,523.55,2015-01-05,2016-03-28
592,4376,MASON CITY,8259.18,77.1885981308,17,15.2800033378,50401,734.55,6.86495327103,25.7814018692,1786.98,1184.64,2015-01-05,2016-03-21
593,4377,DES MOINES,6838.18,68.3818,77,20.9418060006,50313,395.57,3.9557,22.8094,1185.82,321.81,2015-02-02,2016-03-14
594,4378,WAUKEE,5089.54,124.135121951,25,15.9450929152,50263,428.09,10.4412195122,41.4068292683,1200.75,774.49,2015-01-06,2016-03-29
595,4379,WEST DES MOINES,5827.9,86.9835820896,77,17.2068675154,50266,414.95,6.19328358209,29.0255223881,968.49,1733.52,2015-01-06,2016-03-29
596,4380,WEST BRANCH,2851.28,101.831428571,16,18.0165306122,52358,204.9,7.31785714286,34.2535714286,368.34,931.17,2015-01-06,2016-03-22
597,4382,WEST DES MOINES,6611.76,51.654375,77,19.4500193793,50265,421.37,3.291953125,17.260859375,1094.89,2825.59,2015-01-08,2016-03-31
598,4384,ADEL,7306.21,73.0621,25,17.096152381,50003,596.31,5.9631,24.4386,2126.68,878.85,2015-01-06,2016-03-29
599,4387,SPIRIT LAKE,5081.49,105.864375,30,15.2473342269,51360,402.92,8.39416666667,35.3889583333,1507.59,1623.48,2015-01-06,2015-08-11
600,4388,CLIVE,1162.28,58.114,77,19.757212766,50325,68.06,3.403,19.393,185.04,1337.57,2015-01-07,2016-03-30
601,4392,CLIVE,6300.54,41.18,77,17.878463305,50325,408.03,2.6668627451,13.758627451,1399.99,857.61,2015-01-20,2016-03-22
602,4393,CLIVE,4573.5,68.2611940299,77,19.1304000812,50325,298.65,4.45746268657,22.8337313433,633.71,636.77,2015-01-13,2016-03-29
603,4395,ELLSWORTH,6228.02,81.9476315789,40,16.2750579574,50075,510.57,6.71802631579,27.6638157895,1949.45,1229.67,2015-01-07,2016-03-29
604,4396,REINBECK,3276.78,117.027857143,38,11.9757993197,50669,279.0,9.96428571429,39.2978571429,1664.58,1139.38,2015-01-06,2015-02-10
605,4397,ANKENY,3853.84,67.6112280702,77,17.4504845447,50021,269.9,4.7350877193,22.5580701754,800.4,103.59,2015-01-13,2016-03-29
606,4398,BELMOND,6122.65,122.453,99,13.9295222898,50421,598.5,11.97,40.9386,1046.61,681.96,2015-01-06,2016-03-22
607,4401,MARION,3493.84,75.9530434783,57,17.073512125,52302,252.7,5.49347826087,25.3297826087,47.72,1084.11,2015-03-31,2016-02-16
608,4402,RIVERSIDE,11758.64,105.933693694,92,16.064482233,52327,947.71,8.53792792793,35.5737837838,2071.69,840.14,2015-01-15,2016-03-23
609,4404,ANKENY,5360.07,86.4527419355,77,15.6392473118,50021,395.55,6.37983870968,28.9493548387,765.5,1082.97,2015-01-06,2016-03-29
610,4405,ANKENY,5569.77,45.2826829268,77,18.3639472469,50021,388.27,3.15666666667,15.142601626,1421.19,731.16,2015-01-08,2016-03-31
611,4406,ANKENY,4717.5,89.0094339623,77,15.2661432586,50023,375.23,7.07981132075,29.7605660377,1057.13,1543.84,2015-01-06,2016-03-29
612,4408,BOONE,2926.35,117.054,8,19.2552,50036,190.1,7.604,39.0332,915.34,445.35,2015-01-07,2015-05-20
613,4409,BOONE,2736.8,124.4,8,16.1827597403,50036,225.67,10.2577272727,41.6245454545,855.24,838.6,2015-04-02,2016-03-10
614,4410,PERRY,5448.37,64.861547619,8,15.4757467694,50220,475.03,5.65511904762,21.7478571429,1244.25,623.25,2015-01-29,2016-03-31
615,4411,DE SOTO,6347.84,64.773877551,25,16.0805843052,50069,517.08,5.27632653061,21.7224489796,1787.49,903.82,2015-01-06,2016-03-22
616,4412,TIPTON,2489.97,52.9780851064,16,18.5369452888,52772,176.07,3.74617021277,17.7655319149,224.91,5966.07,2015-01-14,2016-03-02
617,4413,WAPELLO,3763.4,104.538888889,58,17.4299206349,52653,256.2,7.11666666667,34.8622222222,754.04,978.27,2015-01-20,2016-03-29
618,4414,NEOLA,3945.26,73.0603703704,78,15.576186067,51559,313.17,5.79944444444,24.4355555556,893.6,2228.82,2015-01-20,2016-03-15
619,4415,ACKLEY,3279.11,79.9782926829,42,16.9076843022,50601,279.98,6.8287804878,26.8387804878,1064.46,1306.62,2015-01-06,2016-03-28
620,4416,CASEY,4060.65,145.023214286,39,17.7181632653,50048,257.2,9.18571428571,48.3632142857,1129.34,245.01,2015-01-15,2016-03-14
621,4417,ADAIR,3482.94,145.1225,1,16.1732936508,50002,225.0,9.375,48.8141666667,731.52,481.37,2015-01-05,2016-03-28
622,4418,WALNUT,3995.56,102.45025641,78,16.1967032967,51577,277.7,7.12051282051,34.2051282051,770.02,1273.54,2015-01-13,2016-03-22
623,4419,LAMONI,4119.09,76.2794444444,27,16.8219090406,50140,295.71,5.47611111111,25.562037037,1156.18,1795.85,2015-02-26,2016-03-31
